REPORT_DATE,SECUCODE,INDUSTRY_NAME,SECURITY_NAME_ABBR,TOTAL_ASSETS,FIXED_ASSET,MONETARYFUNDS,ACCOUNTS_RECE,INVENTORY,TOTAL_LIABILITIES,ACCOUNTS_PAYABLE,ADVANCE_RECEIVABLES,TOTAL_EQUITY,DEBT_ASSET_RATIO,PARENT_NETPROFIT,DEDUCT_PARENT_NETPROFIT,TOTAL_OPERATE_INCOME,OPERATE_EXPENSE,SALE_EXPENSE,MANAGE_EXPENSE,FINANCE_EXPENSE,TOTAL_OPERATE_COST,OPERATE_PROFIT,TOTAL_PROFIT,CCE_ADD,NETCASH_OPERATE,SALES_SERVICES,PAY_STAFF_CASH,NETCASH_INVEST,RECEIVE_INVEST_INCOME,CONSTRUCT_LONG_ASSET,NETCASH_FINANCE
16047,002173.SZ,医疗服务,创新医疗,25.56,129796.53,22571.08,8335.98,4304.20,5.65,18336.51,4598.67,19.91,22.11,-10522.59,-9172.48,71151.55,66535.21,1345.31,10866.31,-607.36,78790.99,-5813.17,-10484.35,-12043.04,4337.03,72640.59,35381.84,-5238.62,1051.04,11072.21,-11141.46
16087,002174.SZ,游戏,游族网络,69.42,66580.62,142774.20,40608.05,0.00,18.11,34926.60,6.30,51.31,26.09,16787.49,-29071.27,320438.28,194666.22,36812.68,40247.51,1490.55,315186.02,18923.51,18225.46,7921.32,32651.75,391704.29,80042.00,83813.13,10135.94,6525.64,-105228.55
16021,002175.SZ,仪器仪表,东方网络,6.17,31395.11,7714.22,3520.29,8646.10,2.92,3571.08,0.00,3.25,47.30,40939.06,-4236.70,23380.79,15538.31,1055.19,5641.47,3321.30,26762.81,41389.18,41361.48,559.37,-1092.97,26070.66,8552.20,-261.66,0.00,1269.83,1988.16
16071,002176.SZ,电机,江特电机,54.30,154702.32,74641.44,53253.92,65566.44,34.43,42140.62,0.00,19.87,63.40,38576.98,36324.63,298227.72,208144.63,5413.12,15309.95,5602.69,247119.20,46795.69,47311.69,22649.65,39925.69,233492.39,26896.42,-12439.86,2.51,13358.34,-4793.08
16055,002177.SZ,计算机设备,*ST御银,17.59,10812.78,16003.69,2501.11,493.11,1.24,2360.09,0.00,16.36,7.04,-6176.13,-2410.47,8946.34,4149.50,1156.85,3148.28,288.58,10711.69,-4589.06,-5004.84,4035.76,878.40,10069.02,3324.44,-2247.88,630.39,11560.77,5432.11
16057,002178.SZ,软件开发,延华智能,17.70,8595.11,39285.37,35281.22,6814.99,10.34,58048.35,0.00,7.36,58.42,900.32,-1051.64,81712.98,65833.65,1621.19,8214.88,599.66,82444.35,1517.69,835.41,3763.26,4388.34,81613.65,14940.23,-44.45,458.31,3680.28,-578.91
16022,002179.SZ,电子元件,中航光电,269.87,272382.95,830325.97,432902.86,472980.38,110.91,379428.53,0.00,158.97,41.10,199099.74,191422.36,1286686.27,810569.54,36602.93,83202.26,5253.39,1070805.59,224613.07,226749.71,372229.27,206185.92,1243731.46,300164.75,-106529.08,5196.98,111884.65,274042.78
16055,002180.SZ,计算机设备,纳思达,435.85,242338.53,975040.37,302777.23,406836.53,252.09,421273.91,0.00,183.76,57.84,116322.98,65771.81,2279165.85,1501570.56,213541.58,180007.40,61324.72,2112278.20,202514.25,200572.62,271569.44,285681.92,2232328.39,514163.68,-72350.69,809.13,77623.23,63526.63
16039,002181.SZ,文化传媒,粤传媒,53.09,10334.33,63159.20,10413.74,5139.91,10.15,5451.26,39.87,42.94,19.12,8967.04,6520.46,54598.73,35724.41,12027.75,12203.11,-7284.75,53650.98,7314.61,9200.71,-1044.49,-48381.49,56041.19,25661.79,34975.25,8969.73,25285.93,12361.74
16068,002182.SZ,小金属,云海金属,74.10,161834.08,24405.84,174387.10,110349.37,34.25,52801.36,0.00,39.85,46.22,49287.25,41989.60,811656.35,697771.76,2992.09,10290.53,9914.09,755864.63,58704.60,58121.80,-1654.08,5686.06,691226.73,41895.38,-89575.33,52.50,83924.05,82677.00
16003,002183.SZ,物流行业,怡亚通,432.46,136725.43,944542.35,1355805.03,543711.72,329.37,259796.57,335.59,103.08,76.16,50646.26,43426.93,7025175.53,6575238.67,106080.41,146690.23,138943.15,6977495.06,51188.91,53903.46,5378.34,158930.81,7840283.57,114717.04,8944.85,9034.17,45516.79,-162090.34
16061,002184.SZ,专用设备,海得控制,25.76,22424.69,40452.26,73174.98,30807.87,11.54,37285.51,0.00,14.22,44.79,13436.28,11590.24,249095.22,199655.41,14024.91,9683.13,557.69,230814.57,20331.86,20507.34,4270.08,15617.03,258672.63,20935.79,-3379.05,581.00,2558.12,-7942.15
16077,002185.SZ,半导体,华天科技,299.74,1513216.18,713300.46,173297.22,217397.99,120.10,357902.53,7312.70,179.64,40.07,141567.14,110063.28,1209679.33,911983.29,10512.57,54669.84,12071.61,1060378.32,190543.97,189371.73,417266.24,344436.23,1085710.30,258894.45,-567877.37,369.12,553500.67,647071.28
16038,002186.SZ,旅游酒店,全聚德,17.77,33468.27,19520.82,3865.10,6060.38,7.19,14199.15,584.00,10.58,40.45,-15692.84,-18700.45,94774.58,92305.98,4404.06,18123.88,966.30,117402.01,-17775.01,-17977.14,-2868.49,-8847.60,101730.09,48302.19,13386.47,2086.45,4188.09,-7407.37
16036,002187.SZ,商业百货,广百股份,96.71,105327.85,418322.68,4306.30,29246.43,59.56,59196.11,3472.79,37.15,61.58,26054.03,10132.73,597615.09,448637.19,102487.44,14097.75,-2518.65,573082.77,35191.66,35467.56,-31109.69,52243.54,1086202.15,46039.52,-30321.48,7059.77,5102.96,-53031.75
16022,002188.SZ,电子元件,*ST巴士,2.90,368.16,24799.32,1715.59,29.40,2.38,682.15,5.95,0.53,81.88,14941.36,617.44,27394.74,17987.69,64.13,4942.09,218.01,23631.27,14085.13,15874.31,21514.59,6811.50,28757.34,16342.69,19688.11,0.00,1412.88,-4983.32
16079,002189.SZ,光学光电子,中光学,36.81,48349.68,97958.26,77211.85,60576.57,19.92,104319.59,194.67,16.89,54.11,14683.61,11884.03,412884.36,356607.01,4210.18,14827.59,1826.89,398374.70,16790.67,16701.28,7990.62,40546.70,439595.81,48233.55,-23064.87,17.44,23491.26,-9291.09
16061,002190.SZ,专用设备,成飞集成,71.80,51327.70,18602.35,34884.88,37301.82,15.64,30569.33,12.79,56.16,21.79,5572.84,3131.32,126811.76,103982.64,489.79,4344.08,482.39,115725.80,10109.93,10211.84,-105.45,4983.92,86372.57,21571.33,-8834.00,0.64,8855.65,3751.66
16053,002191.SZ,包装材料,劲嘉股份,103.28,181874.83,153433.81,69579.35,105787.09,22.27,63348.62,365.39,81.01,21.57,101974.33,82208.75,506707.72,343514.42,9253.07,35110.55,-750.11,416030.39,119720.71,119589.80,-19845.88,86075.84,702309.83,80173.79,-53828.80,6220.05,38180.21,-51790.29
16074,002192.SZ,电池,融捷股份,13.58,22150.54,10732.64,33572.12,14805.48,6.37,9366.53,0.00,7.21,46.92,6828.94,6334.23,92059.76,66275.34,1394.45,7946.54,984.78,81700.38,10808.28,10806.25,7368.84,12035.98,100687.09,9898.81,-8072.58,0.00,9065.76,3405.45
16010,002193.SZ,纺织服装,如意集团,48.07,108772.21,3044.21,40107.64,55820.17,19.88,31865.81,0.00,28.20,41.35,99.38,-1388.33,68974.64,49348.59,6727.84,7387.43,1237.46,69963.14,229.59,1147.29,-38237.41,-26272.11,337169.58,17149.71,-62.71,-82.76,166.74,-11874.72
16015,002194.SZ,通信设备,武汉凡谷,29.88,32772.87,143635.98,48363.10,33875.54,6.72,34397.39,91.33,23.15,22.51,22771.89,22371.05,183752.33,138749.23,1306.11,8147.82,-3546.21,156784.36,24138.62,23680.45,35011.55,42625.38,200481.65,49302.08,-1460.78,603.49,6366.40,-5920.75
16014,002195.SZ,互联网服务,二三四五,99.74,5836.93,143889.29,56933.16,0.00,6.88,6869.27,66.84,92.86,6.90,39734.79,37117.56,93240.93,41384.65,2473.39,18428.87,-461.86,76803.36,47634.63,47361.90,-141764.42,18390.89,91981.58,26113.70,-125533.00,6962.84,7327.95,-35349.94
16071,002196.SZ,电机,方正电机,32.00,38906.05,56739.12,55057.09,39661.81,16.86,64835.00,0.00,15.14,52.69,2517.70,-14472.56,189076.82,172380.59,4311.36,12858.63,1380.68,207433.64,-840.51,-832.83,23247.76,14215.95,166728.58,25263.25,15312.80,353.74,25953.24,-5771.31
16055,002197.SZ,计算机设备,证通电子,65.26,217427.80,44598.15,118036.12,14953.84,34.84,45652.96,0.00,30.41,53.39,3784.86,219.92,125495.20,83325.72,8582.73,11566.35,8039.44,121187.50,3378.65,2504.53,15646.10,62775.63,176028.98,18021.83,-59273.87,409.42,52744.78,12108.78
16081,002198.SZ,中药,嘉应制药,8.07,22418.87,23938.48,9686.69,7335.66,1.23,1412.37,0.00,6.84,15.22,147.73,28.21,57471.34,14190.49,32834.09,5075.48,-147.47,54459.44,537.80,582.32,12209.73,5180.01,63261.38,5422.59,5521.00,0.00,234.32,1508.72
16022,002199.SZ,电子元件,东晶电子,6.70,20783.00,17530.86,6702.69,9768.98,2.34,8954.08,0.00,4.36,34.89,3093.85,2381.27,30439.93,23801.09,178.78,2090.98,-187.90,27957.26,3080.46,3084.19,4929.31,4463.29,24102.66,5856.05,-5009.51,95.56,5748.45,5475.53
16009,002200.SZ,农牧饲渔,ST云投,23.39,1674.16,11343.31,20777.62,7064.88,21.09,45275.09,63.93,2.30,90.15,-7346.63,-8185.90,39225.02,29157.43,2678.83,6257.39,5780.91,44085.87,-8359.42,-8428.55,-26430.30,8170.93,54560.80,5840.56,16220.64,0.00,1301.79,-50818.09
16044,002201.SZ,玻璃玻纤,正威新材,24.91,103428.50,27452.58,35241.54,31467.97,14.76,41921.70,0.46,10.15,59.24,4132.22,3102.94,149768.05,115322.28,4504.03,9351.53,4724.13,143115.76,4109.67,4799.48,-991.55,6333.14,88133.43,24691.83,-121.96,397.40,5681.70,-7042.94
16073,002202.SZ,风电设备,金风科技,1196.50,2524060.34,857728.98,2358535.55,481756.88,829.37,2058114.71,1528.44,367.13,69.32,345695.18,299343.34,5057072.27,3916470.76,317372.00,171736.43,108138.29,4694966.67,433198.85,433922.40,43495.92,488650.84,4880465.55,315402.21,-787281.25,18142.06,1068853.39,347131.77
16032,002203.SZ,有色金属,海亮股份,320.99,320513.23,470256.16,570299.62,777978.15,203.83,443335.97,71.85,117.16,63.50,110721.32,76450.38,6343861.25,6070373.61,12249.65,75585.45,35686.50,6235861.99,143304.44,144266.76,-5715.87,-258029.55,6710172.09,142996.37,-53233.30,18745.29,152821.55,309140.09
16059,002204.SZ,工程机械,大连重工,197.43,239891.47,263718.50,301000.68,519250.45,132.69,345430.35,0.00,64.75,67.21,11538.89,6048.05,910878.92,714945.44,27660.01,68081.85,-195.14,881408.21,20502.88,16339.68,70596.22,146608.21,995459.03,119877.71,-16444.64,0.00,4136.48,-57867.97
16004,002205.SZ,水泥建材,国统股份,40.10,49529.04,7821.33,59550.00,13819.57,29.63,62395.07,0.00,10.48,73.88,859.38,929.41,115066.96,93390.09,806.28,10598.38,8669.05,116411.57,2342.42,1900.54,-17776.80,-7702.99,79039.15,10238.60,-3306.71,0.00,3606.82,-6765.80
16026,002206.SZ,化纤行业,海利得,69.32,275954.43,89872.77,74109.65,111443.43,36.77,29505.30,34.84,32.55,53.04,57496.84,54817.38,506739.33,398324.66,4643.14,16149.10,3054.06,442727.58,64318.54,64352.37,7186.81,18263.48,452170.59,41799.51,-44855.31,0.00,52310.37,37692.71
16064,002207.SZ,采掘行业,准油股份,3.43,14567.21,1184.45,9664.76,28.68,1.87,9845.94,0.00,1.57,54.39,766.72,-4660.90,19193.47,20713.53,0.00,2298.50,888.19,24110.30,-3949.52,841.69,396.69,-2140.16,16549.25,8947.90,3313.22,0.00,1401.42,-766.86
16017,002208.SZ,房地产开发,合肥城建,225.57,10765.97,357070.03,5254.44,1623373.40,154.47,103431.98,1245.12,71.10,68.48,87692.06,86533.92,755729.57,542082.58,18057.66,12893.52,10345.35,637938.40,112309.64,112534.05,-30552.89,-260534.35,822769.17,13064.95,-17627.85,0.00,1405.63,247609.31
16061,002209.SZ,专用设备,达意隆,17.35,33627.82,22706.09,26886.99,63358.13,11.59,31659.17,0.00,5.76,66.78,-5153.32,-6890.01,106282.09,87236.07,9166.72,8473.64,1939.61,111647.75,-6256.66,-6211.10,-5440.25,3546.60,115837.34,19640.69,-2952.22,0.00,3089.84,-5778.50
16003,002210.SZ,物流行业,飞马国际,11.17,150.38,21892.29,13674.85,3491.53,9.69,6283.10,0.00,1.48,86.75,491.53,-231.89,26572.79,19855.66,7.34,4192.43,2325.61,27254.22,517.34,675.96,-4811.77,-6372.39,22136.61,5441.98,-2622.26,22.51,4336.49,4190.82
16041,002211.SZ,化学制品,ST宏达,5.17,8539.77,20791.01,4871.95,4103.91,4.64,5301.60,2230.27,0.53,89.75,-71657.19,-71805.92,56573.30,48795.44,1386.09,4546.42,453.47,57777.53,-71084.39,-71231.27,-11100.80,-2921.16,59139.32,3922.42,-165.63,42.94,275.87,-8116.78
16057,002212.SZ,软件开发,天融信,115.96,22824.21,91410.74,199799.08,50904.30,21.17,95090.90,800.00,94.79,18.26,22999.69,15392.12,335156.64,136044.56,71884.26,33732.59,-788.68,324662.58,27999.40,26097.59,-47623.10,16973.17,313133.61,116570.63,-9889.12,1559.39,51856.32,-54707.16
16035,002213.SZ,汽车零部件,大为股份,7.23,3010.40,12339.06,15254.15,13775.08,3.41,12653.81,0.00,3.82,47.15,1547.91,669.51,85738.74,77111.01,779.85,4476.52,355.11,83856.96,2487.53,2484.28,201.01,1184.56,89138.47,4338.58,-3592.83,0.00,1403.06,2709.06
16022,002214.SZ,电子元件,大立科技,28.62,48794.22,68879.82,81959.74,44554.34,3.25,18146.49,0.00,25.36,11.36,17116.36,11059.96,80543.00,37236.49,7112.91,8840.56,-1707.10,70376.88,17722.79,17851.62,26296.61,1266.53,64289.65,18772.96,-51411.93,63.88,18925.80,76497.73
16050,002215.SZ,农药兽药,诺普信,78.14,57816.63,121034.45,57575.16,128120.22,41.94,21823.69,28.19,36.20,53.68,30533.45,22430.76,450057.23,328918.54,45401.34,24908.72,6705.24,417991.39,32538.55,34300.87,46849.39,42153.37,461144.22,49674.64,-85419.43,2691.58,50621.77,90163.90
16012,002216.SZ,食品饮料,三全食品,65.83,176690.55,111542.44,40705.16,127025.50,33.50,130309.41,0.00,32.33,50.89,64083.74,55093.17,694343.99,505691.92,90120.22,19677.72,-935.92,625864.82,81370.51,81327.16,-9674.13,96265.33,766252.24,111582.14,-56802.44,2417.16,27322.34,-49135.36
16079,002217.SZ,光学光电子,合力泰,293.10,430621.86,321316.77,487667.48,669607.76,188.05,308174.25,0.00,105.04,64.16,7676.15,-90871.85,1623259.72,1460632.96,11286.03,67923.09,76653.29,1696392.20,3358.46,283.91,21536.64,138301.27,1747157.89,181945.05,-86330.48,77.44,101572.20,-31448.13
16072,002218.SZ,光伏设备,拓日新能,70.36,288744.67,87899.00,118312.73,40111.38,28.05,15812.09,117.39,42.31,39.86,19544.52,14036.81,142365.55,94618.58,901.45,12911.51,15995.19,129223.28,20351.02,20324.48,53605.13,15941.57,122136.78,10736.18,-27562.65,0.00,20453.49,65459.84
16047,002219.SZ,医疗服务,*ST恒康,66.90,154697.95,203316.02,55766.88,18527.45,51.04,97567.08,5947.73,15.86,76.29,-37143.15,-41543.16,301607.07,220835.82,28145.88,43598.84,23389.76,318059.59,-40822.94,-36238.95,184772.40,27729.48,302126.16,86376.55,-19908.68,0.00,19873.08,176951.61
16023,002221.SZ,石油行业,东华能源,359.47,1090927.83,976918.14,245166.72,287720.23,234.01,155307.98,285.71,125.46,65.10,113993.92,108826.61,2636707.30,2371550.60,11204.45,28123.96,50473.41,2480522.51,155319.91,156751.51,210835.52,117818.12,2756545.97,34005.47,-285194.61,7587.29,307451.86,382587.80
16079,002222.SZ,光学光电子,福晶科技,13.78,37407.35,29348.54,18353.24,19206.99,1.20,4062.59,0.00,12.58,8.71,19136.55,18028.59,68870.04,31177.01,964.09,8784.65,-176.19,47725.87,21914.76,21953.11,3899.56,15537.61,64778.19,20782.85,-7230.49,424.96,7694.81,-4358.48
16082,002223.SZ,医疗器械,鱼跃医疗,119.98,195058.72,239357.87,51601.38,126553.96,35.68,97594.24,0.00,84.30,29.74,148242.16,131894.32,689430.81,356529.89,94500.57,38859.74,-863.81,538205.84,168804.69,170184.45,11936.26,120120.16,658008.98,92403.12,-182872.23,9512.50,28432.37,77470.48
16065,002224.SZ,橡胶制品,三力士,30.58,55668.23,126874.50,9913.91,28647.72,6.09,12567.93,4.75,24.49,19.93,11325.01,13881.15,100147.53,71301.52,1353.80,7698.18,-1618.96,83744.95,12172.32,12149.62,13658.32,25161.02,108503.56,9881.42,-9437.92,0.00,9071.92,-2803.46
16030,002225.SZ,装修建材,濮耐股份,70.70,116368.78,55485.04,145282.74,160412.74,38.30,115274.33,0.00,32.39,54.18,8375.36,7025.97,437785.63,355740.51,20286.79,27636.80,5789.14,431399.60,9166.89,8762.76,6867.35,-18951.03,361547.31,68520.38,-27524.94,49.18,25692.95,53185.81
16041,002226.SZ,化学制品,江南化工,152.85,623382.69,188313.46,271789.81,39356.93,57.40,67587.25,0.00,95.45,37.55,105266.35,54152.62,648114.80,422666.98,10325.23,65993.31,19659.66,539507.81,144199.97,143160.27,31167.06,64529.18,536749.18,98300.59,7619.62,1176.53,40532.88,-40136.80
16075,002227.SZ,电源设备,奥特迅,16.93,33877.61,15858.91,15858.56,18611.46,5.52,6257.08,0.00,11.41,32.61,-3270.77,-3903.25,28799.62,22114.64,3602.52,3677.01,650.61,32751.65,-3270.20,-3167.12,8751.03,-1752.67,32875.74,8063.84,-26364.14,0.00,3394.14,36865.70
16053,002228.SZ,包装材料,合兴包装,95.72,188980.92,52887.24,357952.74,195097.24,58.47,214511.72,0.00,37.25,61.09,21835.39,18013.11,1754878.37,1604522.20,35947.81,46485.52,10534.27,1733554.59,23496.45,24392.76,-26097.43,30006.91,1586052.82,118556.39,-58581.81,0.00,57309.93,2956.88
16025,002229.SZ,造纸印刷,鸿博股份,24.18,42842.47,104095.49,17298.12,7780.81,6.34,7534.99,0.00,17.84,26.22,913.90,-959.75,57442.94,42895.25,2008.99,8026.81,338.91,56533.66,2267.32,2251.53,11151.58,839.35,111310.79,14144.71,-9088.04,1715.13,798.38,19400.42
16057,002230.SZ,软件开发,科大讯飞,313.94,252265.89,586993.45,748590.72,243395.85,140.57,385280.12,0.00,173.37,44.78,155646.39,97873.95,1831360.56,1078034.85,269284.44,110175.96,-1043.20,1751543.29,146443.55,149668.76,68691.19,89307.54,1716160.63,358074.11,-257929.47,1605.83,208190.17,237878.58
16056,002231.SZ,通信服务,奥维通信,6.80,2534.99,18022.54,17892.45,20718.16,2.77,16363.64,0.00,4.03,40.76,2332.94,829.70,56139.28,48463.04,1809.95,2114.10,-237.76,54524.78,1104.09,2368.52,3135.62,8276.88,55176.64,3178.48,-31.66,21.67,77.93,-5109.60
16014,002232.SZ,互联网服务,启明信息,21.20,20368.66,65290.56,32328.13,52375.68,7.91,45570.40,1.00,13.29,37.30,4040.47,2620.06,105119.24,81657.20,2179.25,9691.21,-1662.59,100728.56,4499.19,4692.24,-34024.96,-16799.20,99175.14,31341.72,-11753.22,0.00,550.14,-5469.37
16004,002233.SZ,水泥建材,塔牌集团,138.28,395310.28,144416.00,2672.54,67192.32,20.78,82774.14,0.00,117.50,15.03,183632.47,160368.74,771340.17,484264.96,7735.15,57994.22,-4141.47,559381.89,245803.03,242143.41,-77088.58,219728.89,870586.73,59298.51,-226781.86,18686.83,81380.80,-70035.61
16009,002234.SZ,农牧饲渔,民和股份,38.41,149416.82,65603.04,5634.73,49374.17,7.13,11684.70,0.00,31.28,18.57,4760.97,3844.71,177543.22,145453.71,3101.63,11033.51,-894.79,160525.87,4285.65,4261.59,-17276.38,4267.28,178076.02,37575.97,-57569.14,136.11,27846.78,36025.67
16039,002235.SZ,文化传媒,安妮股份,15.07,8471.46,25177.75,16077.72,4589.13,2.74,5697.17,52.54,12.33,18.18,2260.60,730.45,39375.12,30195.12,2030.27,4016.67,304.12,38741.93,3197.84,2582.30,1264.77,-1656.43,43558.93,6506.29,13667.79,2251.45,2314.42,-10706.87
16055,002236.SZ,计算机设备,大华股份,440.56,218743.57,773100.28,1465449.06,681004.13,198.86,732974.07,0.00,241.70,45.14,337841.09,310338.37,3283547.93,2005851.32,466397.38,95501.55,24971.09,2956171.79,347219.08,346966.13,25912.41,172756.07,3338484.17,639893.62,-185487.74,3528.41,122744.94,49386.49
16052,002237.SZ,贵金属,恒邦股份,194.12,404549.48,359615.23,2133.27,877927.89,116.39,139238.40,301.40,77.73,59.96,45481.74,59617.38,4138287.85,3930253.90,1961.92,64201.86,35766.09,4055418.81,53099.73,49286.29,80721.06,47358.80,4461217.39,62106.09,-114472.25,105.00,31356.02,149182.87
16039,002238.SZ,文化传媒,天威视讯,37.10,102382.17,87151.95,13526.28,4033.86,13.63,48430.42,0.00,23.48,36.73,14203.34,10105.87,177947.90,123801.30,10166.29,24624.69,-1877.66,165773.85,13620.51,14110.63,-28066.26,43555.91,175153.79,49002.30,-29751.85,0.00,26979.76,-41868.54
16035,002239.SZ,汽车零部件,奥特佳,101.23,128728.48,110213.14,141837.13,162672.06,48.65,139300.92,0.00,52.58,48.06,-13391.44,-1409.12,513740.13,449638.26,15872.39,31998.31,6914.81,521487.36,-8712.67,-10066.84,9121.79,25750.23,419641.51,54842.93,-70795.12,1500.00,38873.39,56799.76
16062,002240.SZ,能源金属,盛新锂能,72.90,120673.86,115282.49,25527.04,65293.95,21.74,39845.45,0.00,51.16,29.82,85064.82,86183.36,293427.25,157203.56,1128.68,15810.75,3688.97,181490.72,110737.53,105026.84,76977.42,21881.44,196782.56,15291.52,-31488.90,777.79,37715.34,86560.54
16078,002241.SZ,消费电子,歌尔股份,610.79,1812335.25,1004852.17,1189921.45,1208230.85,331.48,1852960.97,0.00,279.31,54.27,427470.30,383242.12,7822141.86,6716766.67,44487.00,195165.78,16710.00,7412326.07,468332.30,460590.88,222470.89,859847.55,7901518.79,771928.39,-676837.65,3635.95,696160.77,38717.74
16019,002242.SZ,家电行业,九阳股份,85.16,57655.64,198684.39,59007.60,104786.37,42.75,207916.83,0.00,42.42,50.19,74560.15,59677.72,1054047.39,761165.71,158032.63,35077.13,-1745.54,992556.93,77363.59,79049.91,-3786.87,-3478.87,1135839.77,78860.22,78858.59,4715.60,9690.07,-78797.36
16076,002243.SZ,美容护理,力合科创,136.13,154821.28,202533.04,111714.51,337625.90,57.89,76097.45,718.36,78.24,42.53,63079.09,43920.93,300854.86,189732.52,9854.36,29181.22,7958.76,260536.44,93478.34,93031.35,-12415.38,-106942.26,265028.90,69584.55,-29401.72,13201.03,22963.54,124079.68
16017,002244.SZ,房地产开发,滨江集团,2117.26,53599.30,2114139.59,48671.01,14240100.00,1743.39,341071.68,5995.81,373.87,82.34,302732.70,298704.68,3797635.65,2854651.02,71344.20,55931.99,74023.43,3156716.98,674554.04,673720.93,260541.20,83941.91,6400076.65,57072.80,-876032.55,3148.82,4214.93,1053084.76
16074,002245.SZ,电池,蔚蓝锂芯,97.22,238481.49,54716.72,160078.00,153330.70,53.83,87568.17,0.00,43.39,55.37,67012.21,58263.92,668049.21,531634.02,3814.92,14594.20,8592.78,594540.05,82943.01,83708.10,10381.01,53450.07,545914.55,36461.93,-126603.41,587.09,63304.25,83920.60
16041,002246.SZ,化学制品,北化股份,45.40,79689.30,138473.50,29099.33,49404.75,16.31,67343.85,0.00,29.10,35.92,12153.30,6628.82,263349.39,209346.90,7669.16,23096.85,-1066.31,251666.48,10119.61,10768.70,21149.67,23430.55,228874.14,51000.73,-1765.34,1976.82,17252.16,-520.12
16045,002247.SZ,装修装饰,聚力文化,10.41,31262.48,17260.27,8334.84,12322.58,3.53,12717.54,0.00,6.88,33.93,8066.50,7803.73,116410.80,93242.75,3651.63,8102.12,82.45,110238.65,9329.83,9341.63,-5562.93,8876.39,78242.49,16901.31,-8329.99,284.95,1714.57,-5997.38
16043,002248.SZ,通用设备,华东数控,5.28,8249.44,1668.63,913.11,24792.65,4.65,4085.51,0.00,0.63,88.00,1419.21,722.59,31508.08,25953.40,1483.40,1538.20,631.77,31035.41,1182.32,1226.91,-1738.35,2313.84,14765.35,3897.45,1955.42,22.86,539.02,-6006.52
16071,002249.SZ,电机,大洋电机,151.54,194998.23,279658.07,247725.04,288771.20,69.56,280743.87,0.00,81.98,45.90,25038.57,9783.90,1001728.73,805699.79,37703.43,68519.55,2355.03,955879.60,33025.86,36359.96,24534.12,74648.31,953517.16,149158.81,9239.95,0.00,27023.54,-57860.60
16050,002250.SZ,农药兽药,联化科技,126.42,419264.24,56100.84,133189.10,225279.51,63.13,159964.53,0.00,63.29,49.93,31540.50,28814.37,658678.07,481431.88,1470.32,77152.31,10087.17,608178.16,44955.54,41684.06,-2361.15,73778.84,525300.70,113223.61,-153607.59,1200.00,164524.66,79234.34
16036,002251.SZ,商业百货,步步高,323.43,278979.25,170954.58,29171.04,157507.58,247.24,356924.11,0.00,76.19,76.44,-18413.21,-44426.42,1336051.16,881485.36,369578.12,37027.64,53796.88,1361251.15,19589.42,-2612.17,12992.55,327065.51,1959786.97,163076.72,-216342.53,275.90,259629.38,-97730.44
16085,002252.SZ,生物制品,上海莱士,272.37,124151.02,274558.46,46791.57,317322.27,13.32,96605.16,0.00,259.04,4.89,129451.01,136882.02,428772.68,206543.49,30612.65,31051.76,-6546.00,276869.14,155457.39,153903.61,38165.78,129401.32,443235.04,50119.02,-73081.55,8271.56,20460.80,-17927.81
16057,002253.SZ,软件开发,川大智胜,18.06,41742.45,10591.97,17130.25,23216.15,3.15,7751.68,0.00,14.91,17.46,2520.92,906.03,30135.16,21277.64,1826.75,2280.95,61.52,29501.92,2669.32,2599.62,-7724.99,2914.27,34783.34,6390.24,-10867.54,0.00,10594.20,228.28
16026,002254.SZ,化纤行业,泰和新材,81.32,217230.40,245208.89,12603.05,73972.65,35.75,81854.25,0.00,45.57,43.96,96565.87,85133.49,440401.25,276430.04,6526.68,14995.33,4707.24,323948.02,128464.27,128649.07,-8093.38,84495.75,269620.86,34545.56,-113388.35,755.56,77651.20,21301.26
16075,002255.SZ,电源设备,海陆重工,57.24,129613.43,58330.50,93476.26,111752.73,23.85,54055.05,0.00,33.38,41.68,44233.59,31087.28,253279.10,189801.76,3437.56,8729.80,218.68,213628.49,48531.89,47975.41,11930.67,15582.40,185157.16,16448.33,-2988.67,473.73,3350.50,-430.26
16020,002256.SZ,电网设备,兆新股份,20.96,53287.79,10618.75,17734.16,2650.21,8.45,6632.69,558.44,12.51,40.33,-49686.35,-22240.52,33986.99,23868.01,1219.63,12433.20,13026.54,51899.20,-35980.13,-50314.96,8750.13,-4849.63,28860.15,4574.21,21922.08,0.00,8990.34,-8322.31
16050,002258.SZ,农药兽药,利尔化学,102.32,374018.98,135015.75,126743.64,149604.52,44.08,74363.07,31.03,58.25,43.08,107238.66,106347.19,649425.13,441578.50,8006.36,30006.92,9813.96,516745.37,136814.81,132805.36,21564.20,131722.99,511844.03,64747.27,-78297.08,0.27,80174.76,-31329.86
16069,002259.SZ,燃气,ST升达,9.67,62009.97,16540.96,1419.21,2916.64,8.43,1991.97,0.00,1.24,87.15,5020.00,3919.67,151228.09,134441.37,500.26,4195.74,5485.74,145230.67,7700.39,6557.19,-2759.36,8769.86,164046.04,3017.37,2213.78,0.00,1160.82,-13743.01
